Total Samples: 624
KNN Accuracy: 0.8830
Top-1 Accuracy: 0.8269
Mean Precision@5: 0.8609

Test-1: True=0, Top-1=0, P@5=0.60, Path=./chest_xray_balanced\test\NORMAL\IM-0001-0001.jpeg
Test-429: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1632_virus_2827.jpeg
Test-430: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1633_virus_2829.jpeg
Test-431: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1634_virus_2830.jpeg
Test-432: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1635_virus_2831.jpeg
Test-433: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1637_virus_2834.jpeg
Test-434: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1640_virus_2839.jpeg
Test-435: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1641_virus_2840.jpeg
Test-436: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1642_virus_2842.jpeg
Test-437: True=1, Top-1=1, P@5=0.80, Path=./chest_xray_balanced\test\PNEUMONIA\person1643_virus_2843.jpeg
Test-438: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1644_virus_2844.jpeg
Test-439: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1645_virus_2845.jpeg
Test-440: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1647_virus_2848.jpeg
Test-441: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1649_virus_2850.jpeg
Test-442: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1650_virus_2852.jpeg
Test-443: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1650_virus_2854.jpeg
Test-444: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1651_virus_2855.jpeg
Test-445: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1653_virus_2858.jpeg
Test-446: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1653_virus_2859.jpeg
Test-447: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1655_virus_2861.jpeg
Test-448: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1656_virus_2862.jpeg
Test-449: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1657_virus_2864.jpeg
Test-450: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1659_virus_2867.jpeg
Test-451: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1660_virus_2869.jpeg
Test-452: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1661_virus_2872.jpeg
Test-453: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1661_virus_2873.jpeg
Test-454: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1662_virus_2875.jpeg
Test-455: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1663_virus_2876.jpeg
Test-456: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1664_virus_2877.jpeg
Test-457: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1665_virus_2878.jpeg
Test-458: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1667_virus_2881.jpeg
Test-459: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1668_virus_2882.jpeg
Test-460: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1669_virus_2884.jpeg
Test-461: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1669_virus_2885.jpeg
Test-462: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1670_virus_2886.jpeg
Test-463: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1671_virus_2887.jpeg
Test-464: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1672_virus_2888.jpeg
Test-465: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1673_virus_2889.jpeg
Test-466: True=1, Top-1=1, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person1674_virus_2890.jpeg
Test-467: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1675_virus_2891.jpeg
Test-468: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1676_virus_2892.jpeg
Test-469: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1678_virus_2895.jpeg
Test-470: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1679_virus_2896.jpeg
Test-471: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1680_virus_2897.jpeg
Test-472: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1682_virus_2899.jpeg
Test-473: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1685_virus_2903.jpeg
Test-474: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person16_virus_47.jpeg
Test-475: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person171_bacteria_826.jpeg
Test-476: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person172_bacteria_827.jpeg
Test-477: True=1, Top-1=0, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person172_bacteria_828.jpeg
Test-478: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person173_bacteria_829.jpeg
Test-479: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person173_bacteria_830.jpeg
Test-480: True=1, Top-1=0, P@5=0.00, Path=./chest_xray_balanced\test\PNEUMONIA\person173_bacteria_831.jpeg
Test-481: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person174_bacteria_832.jpeg
Test-482: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person175_bacteria_833.jpeg
Test-483: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person175_bacteria_834.jpeg
Test-484: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person175_bacteria_835.jpeg
Test-485: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person17_virus_48.jpeg
Test-486: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person18_virus_49.jpeg
Test-487: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person19_virus_50.jpeg
Test-488: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1_virus_11.jpeg
Test-489: True=1, Top-1=1, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person1_virus_12.jpeg
Test-490: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1_virus_13.jpeg
Test-491: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1_virus_6.jpeg
Test-492: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1_virus_7.jpeg
Test-493: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1_virus_8.jpeg
Test-494: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person1_virus_9.jpeg
Test-495: True=1, Top-1=0, P@5=0.20, Path=./chest_xray_balanced\test\PNEUMONIA\person20_virus_51.jpeg
Test-496: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person21_virus_52.jpeg
Test-497: True=1, Top-1=0, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person21_virus_53.jpeg
Test-498: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person22_virus_54.jpeg
Test-499: True=1, Top-1=1, P@5=0.60, Path=./chest_xray_balanced\test\PNEUMONIA\person22_virus_55.jpeg
Test-500: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person23_virus_56.jpeg
Test-501: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person24_virus_58.jpeg
Test-502: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person25_virus_59.jpeg
Test-503: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person26_virus_60.jpeg
Test-504: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person28_virus_62.jpeg
Test-505: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person28_virus_63.jpeg
Test-506: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person29_virus_64.jpeg
Test-507: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person30_virus_69.jpeg
Test-508: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person31_virus_70.jpeg
Test-509: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person32_virus_71.jpeg
Test-510: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person33_virus_72.jpeg
Test-511: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person34_virus_76.jpeg
Test-512: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person35_virus_80.jpeg
Test-513: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person36_virus_81.jpeg
Test-514: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person37_virus_82.jpeg
Test-515: True=1, Top-1=1, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person38_virus_83.jpeg
Test-516: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person38_virus_84.jpeg
Test-517: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person39_virus_85.jpeg
Test-518: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person3_virus_15.jpeg
Test-519: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person3_virus_16.jpeg
Test-520: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person3_virus_17.jpeg
Test-521: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person40_virus_87.jpeg
Test-522: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person41_virus_88.jpeg
Test-523: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person42_virus_89.jpeg
Test-524: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person43_virus_92.jpeg
Test-525: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person44_virus_93.jpeg
Test-526: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person44_virus_94.jpeg
Test-527: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person45_virus_95.jpeg
Test-528: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person46_virus_96.jpeg
Test-529: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person47_virus_99.jpeg
Test-530: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person48_virus_100.jpeg
Test-531: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person49_virus_101.jpeg
Test-532: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person50_virus_102.jpeg
Test-533: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person51_virus_105.jpeg
Test-534: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person52_virus_106.jpeg
Test-535: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person53_virus_107.jpeg
Test-536: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person53_virus_108.jpeg
Test-537: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person54_virus_109.jpeg
Test-538: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person55_virus_110.jpeg
Test-539: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person56_virus_112.jpeg
Test-540: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person57_virus_113.jpeg
Test-541: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person59_virus_116.jpeg
Test-542: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person60_virus_117.jpeg
Test-543: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person61_virus_118.jpeg
Test-544: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person62_virus_119.jpeg
Test-545: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person63_virus_121.jpeg
Test-546: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person64_virus_122.jpeg
Test-547: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person65_virus_123.jpeg
Test-548: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person66_virus_125.jpeg
Test-549: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person67_virus_126.jpeg
Test-550: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person69_virus_129.jpeg
Test-551: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person70_virus_130.jpeg
Test-552: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person71_virus_131.jpeg
Test-553: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person71_virus_132.jpeg
Test-554: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person72_virus_133.jpeg
Test-555: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person74_virus_135.jpeg
Test-556: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person75_virus_136.jpeg
Test-557: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person76_virus_138.jpeg
Test-558: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person77_virus_139.jpeg
Test-559: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_bacteria_378.jpeg
Test-560: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_bacteria_380.jpeg
Test-561: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_bacteria_381.jpeg
Test-562: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_bacteria_382.jpeg
Test-563: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_bacteria_384.jpeg
Test-564: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_bacteria_385.jpeg
Test-565: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_bacteria_386.jpeg
Test-566: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_bacteria_387.jpeg
Test-567: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person78_virus_140.jpeg
Test-568: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person79_virus_148.jpeg
Test-569: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person80_bacteria_389.jpeg
Test-570: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person80_bacteria_390.jpeg
Test-571: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person80_bacteria_391.jpeg
Test-572: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person80_bacteria_392.jpeg
Test-573: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person80_bacteria_393.jpeg
Test-574: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person81_bacteria_395.jpeg
Test-575: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person81_bacteria_396.jpeg
Test-576: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person81_bacteria_397.jpeg
Test-577: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person81_bacteria_398.jpeg
Test-578: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person82_bacteria_402.jpeg
Test-579: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person82_bacteria_403.jpeg
Test-580: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person82_bacteria_404.jpeg
Test-581: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person82_bacteria_405.jpeg
Test-582: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person83_bacteria_407.jpeg
Test-583: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person83_bacteria_409.jpeg
Test-584: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person83_bacteria_410.jpeg
Test-585: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person83_bacteria_411.jpeg
Test-586: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person83_bacteria_412.jpeg
Test-587: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person83_bacteria_414.jpeg
Test-588: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person85_bacteria_417.jpeg
Test-589: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person85_bacteria_419.jpeg
Test-590: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person85_bacteria_421.jpeg
Test-591: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person85_bacteria_422.jpeg
Test-592: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person85_bacteria_423.jpeg
Test-593: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person85_bacteria_424.jpeg
Test-594: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person86_bacteria_428.jpeg
Test-595: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person86_bacteria_429.jpeg
Test-596: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person87_bacteria_433.jpeg
Test-597: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person87_bacteria_434.jpeg
Test-598: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person88_bacteria_437.jpeg
Test-599: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person88_bacteria_438.jpeg
Test-600: True=1, Top-1=0, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person88_bacteria_439.jpeg
Test-601: True=1, Top-1=1, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person89_bacteria_440.jpeg
Test-602: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person8_virus_27.jpeg
Test-603: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person8_virus_28.jpeg
Test-604: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person90_bacteria_442.jpeg
Test-605: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person90_bacteria_443.jpeg
Test-606: True=1, Top-1=1, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person91_bacteria_445.jpeg
Test-607: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person91_bacteria_446.jpeg
Test-608: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person91_bacteria_447.jpeg
Test-609: True=1, Top-1=0, P@5=0.40, Path=./chest_xray_balanced\test\PNEUMONIA\person91_bacteria_448.jpeg
Test-610: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person91_bacteria_449.jpeg
Test-611: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person92_bacteria_450.jpeg
Test-612: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person92_bacteria_451.jpeg
Test-613: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person93_bacteria_453.jpeg
Test-614: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person93_bacteria_454.jpeg
Test-615: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person94_bacteria_456.jpeg
Test-616: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person94_bacteria_457.jpeg
Test-617: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person94_bacteria_458.jpeg
Test-618: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person95_bacteria_463.jpeg
Test-619: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person96_bacteria_464.jpeg
Test-620: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person96_bacteria_465.jpeg
Test-621: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person96_bacteria_466.jpeg
Test-622: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person97_bacteria_468.jpeg
Test-623: True=1, Top-1=1, P@5=1.00, Path=./chest_xray_balanced\test\PNEUMONIA\person99_bacteria_473.jpeg
Test-624: True=1, Top-1=1, P@5=0.80, Path=./chest_xray_balanced\test\PNEUMONIA\person99_bacteria_474.jpeg
